course_ref,subject_ref,requirement_type,minimum_grade
TUK-5658,MATH101,COMPULSORY,C+
TUK-5658,PHY,COMPULSORY,C+
TUK-5658,COMP067,OPTIONAL,C
UON-5665,ENG,COMPULSORY,C+
UON-5665,KIS,ALTERNATIVE,C+
UON-5665,MATH101,COMPULSORY,C
UON-5665,GEO,OPTIONAL,C
TUK-5679,ENG,COMPULSORY,C+
TUK-5679,KIS,ALTERNATIVE,C+
TUK-5679,MATH101,COMPULSORY,C
TUK-5679,GEO,OPTIONAL,C
UON-5686,ENG,COMPULSORY,C+
UON-5686,KIS,ALTERNATIVE,C+
UON-5686,HIS,ALTERNATIVE,C+
UON-5686,GEO,OPTIONAL,C
UOE-5692,ENG,COMPULSORY,C+
UOE-5692,KIS,ALTERNATIVE,C+
UOE-5692,MATH101,COMPULSORY,C
UOE-5692,GEO,OPTIONAL,C
TUK-5693,ENG,COMPULSORY,C+
TUK-5693,KIS,ALTERNATIVE,C+
TUK-5693,MATH101,COMPULSORY,C
TUK-5693,GEO,OPTIONAL,C
MMU-5700,ENG,COMPULSORY,C+
MMU-5700,KIS,ALTERNATIVE,C+
MMU-5700,HIS,ALTERNATIVE,C+
MMU-5700,GEO,OPTIONAL,C
PU-5711,ENG,COMPULSORY,C+
PU-5711,KIS,ALTERNATIVE,C+
PU-5711,HIS,ALTERNATIVE,C+
PU-5711,GEO,OPTIONAL,C
MSU-5717,ENG,COMPULSORY,C+
MSU-5717,KIS,ALTERNATIVE,C+
MSU-5717,MATH101,COMPULSORY,C+
MSU-5717,COMP067,ALTERNATIVE,C+
MSU-5717,PHY,OPTIONAL,C
KU-5724,ENG,COMPULSORY,C+
KU-5724,KIS,ALTERNATIVE,C+
KU-5724,MATH101,COMPULSORY,C
KU-5724,GEO,OPTIONAL,C
SPU-5731,ENG,COMPULSORY,C+
SPU-5731,KIS,ALTERNATIVE,C+
SPU-5731,MATH101,COMPULSORY,C
SPU-5731,GEO,OPTIONAL,C
JKUAT-5737,ENG,COMPULSORY,C+
JKUAT-5737,KIS,ALTERNATIVE,C+
JKUAT-5737,MATH101,COMPULSORY,C+
JKUAT-5737,BST,ALTERNATIVE,C+
SPU-5744,ENG,COMPULSORY,C+
SPU-5744,KIS,ALTERNATIVE,C+
SPU-5744,HIS,ALTERNATIVE,C+
SPU-5744,GEO,OPTIONAL,C
UOE-5749,ENG,COMPULSORY,C+
UOE-5749,KIS,ALTERNATIVE,C+
UOE-5749,BIO,COMPULSORY,C+
UOE-5749,AGR,ALTERNATIVE,C+
UOE-5749,CHE,OPTIONAL,C
DU-5755,ENG,COMPULSORY,C+
DU-5755,KIS,ALTERNATIVE,C+
DU-5755,MATH101,COMPULSORY,C+
DU-5755,BST,ALTERNATIVE,C+
TUK-5756,ENG,COMPULSORY,C+
TUK-5756,KIS,ALTERNATIVE,C+
TUK-5756,MATH101,COMPULSORY,C
TUK-5756,GEO,OPTIONAL,C
JKUAT-5762,ENG,COMPULSORY,C+
JKUAT-5762,KIS,ALTERNATIVE,C+
JKUAT-5762,BIO,COMPULSORY,C+
JKUAT-5762,AGR,ALTERNATIVE,C+
JKUAT-5762,CHE,OPTIONAL,C
JKUAT-5768,ENG,COMPULSORY,C+
JKUAT-5768,KIS,ALTERNATIVE,C+
JKUAT-5768,MATH101,COMPULSORY,C+
JKUAT-5768,PHY,COMPULSORY,C+
JKUAT-5768,COMP067,OPTIONAL,C
TU-5775,ENG,COMPULSORY,C+
TU-5775,KIS,ALTERNATIVE,C+
TU-5775,HIS,ALTERNATIVE,C+
TU-5775,GEO,OPTIONAL,C
UOE-5781,ENG,COMPULSORY,C+
UOE-5781,KIS,ALTERNATIVE,C+
UOE-5781,MATH101,COMPULSORY,C
UOE-5781,GEO,OPTIONAL,C
MKU-5782,ENG,COMPULSORY,C+
MKU-5782,KIS,ALTERNATIVE,C+
MKU-5782,MATH101,COMPULSORY,C
MKU-5782,GEO,OPTIONAL,C
PU-5789,ENG,COMPULSORY,C+
PU-5789,KIS,ALTERNATIVE,C+
PU-5789,HIS,ALTERNATIVE,C+
PU-5789,GEO,OPTIONAL,C
TMU-5795,ENG,COMPULSORY,C+
TMU-5795,KIS,ALTERNATIVE,C+
TMU-5795,MATH101,COMPULSORY,C+
TMU-5795,BST,ALTERNATIVE,C+
MUT-5801,ENG,COMPULSORY,C+
MUT-5801,KIS,ALTERNATIVE,C+
MUT-5801,MATH101,COMPULSORY,C+
MUT-5801,COMP067,ALTERNATIVE,C+
MUT-5801,PHY,OPTIONAL,C
UON-5808,ENG,COMPULSORY,C+
UON-5808,KIS,ALTERNATIVE,C+
UON-5808,MATH101,COMPULSORY,C
UON-5808,GEO,OPTIONAL,C
UON-5814,ENG,COMPULSORY,C+
UON-5814,KIS,ALTERNATIVE,C+
UON-5814,MATH101,COMPULSORY,C
UON-5814,GEO,OPTIONAL,C
TUK-5826,ENG,COMPULSORY,C+
TUK-5826,KIS,ALTERNATIVE,C+
TUK-5826,MATH101,COMPULSORY,C+
TUK-5826,BST,ALTERNATIVE,C+
MU-5832,ENG,COMPULSORY,C+
MU-5832,KIS,ALTERNATIVE,C+
MU-5832,MATH101,COMPULSORY,C+
MU-5832,BST,ALTERNATIVE,C+
TUK-5842,ENG,COMPULSORY,C+
TUK-5842,KIS,ALTERNATIVE,C+
TUK-5842,MATH101,COMPULSORY,C+
TUK-5842,PHY,COMPULSORY,C+
TUK-5842,COMP067,OPTIONAL,C
SEKU-5848,ENG,COMPULSORY,C+
SEKU-5848,KIS,ALTERNATIVE,C+
SEKU-5848,BIO,COMPULSORY,C+
SEKU-5848,AGR,ALTERNATIVE,C+
SEKU-5848,CHE,OPTIONAL,C
UOE-5853,ENG,COMPULSORY,C+
UOE-5853,KIS,ALTERNATIVE,C+
UOE-5853,BIO,COMPULSORY,C+
UOE-5853,AGR,ALTERNATIVE,C+
UOE-5853,CHE,OPTIONAL,C
TUK-5854,ENG,COMPULSORY,C+
TUK-5854,KIS,ALTERNATIVE,C+
TUK-5854,MATH101,COMPULSORY,C+
TUK-5854,COMP067,ALTERNATIVE,C+
TUK-5854,PHY,OPTIONAL,C
KU-5860,ENG,COMPULSORY,C+
KU-5860,KIS,ALTERNATIVE,C+
KU-5860,MATH101,COMPULSORY,C
KU-5860,GEO,OPTIONAL,C
MSU-5867,ENG,COMPULSORY,C+
MSU-5867,KIS,ALTERNATIVE,C+
MSU-5867,MATH101,COMPULSORY,C+
MSU-5867,COMP067,ALTERNATIVE,C+
MSU-5867,PHY,OPTIONAL,C
TUK-5873,ENG,COMPULSORY,C+
TUK-5873,KIS,ALTERNATIVE,C+
TUK-5873,BIO,COMPULSORY,C+
TUK-5873,AGR,ALTERNATIVE,C+
TUK-5873,CHE,OPTIONAL,C
TUK-5879,ENG,COMPULSORY,C+
TUK-5879,KIS,ALTERNATIVE,C+
TUK-5879,MATH101,COMPULSORY,C
TUK-5879,GEO,OPTIONAL,C
KU-5886,ENG,COMPULSORY,C+
KU-5886,KIS,ALTERNATIVE,C+
KU-5886,HIS,ALTERNATIVE,C+
KU-5886,GEO,OPTIONAL,C
MU-5892,ENG,COMPULSORY,C+
MU-5892,KIS,ALTERNATIVE,C+
MU-5892,MATH101,COMPULSORY,C+
MU-5892,COMP067,ALTERNATIVE,C+
MU-5892,PHY,OPTIONAL,C
JKUAT-5897,ENG,COMPULSORY,C+
JKUAT-5897,KIS,ALTERNATIVE,C+
JKUAT-5897,MATH101,COMPULSORY,C+
JKUAT-5897,COMP067,ALTERNATIVE,C+
JKUAT-5897,PHY,OPTIONAL,C
MMU-5904,ENG,COMPULSORY,C+
MMU-5904,KIS,ALTERNATIVE,C+
MMU-5904,MATH101,COMPULSORY,C
MMU-5904,GEO,OPTIONAL,C
TUK-5910,ENG,COMPULSORY,C+
TUK-5910,KIS,ALTERNATIVE,C+
TUK-5910,MATH101,COMPULSORY,C+
TUK-5910,COMP067,ALTERNATIVE,C+
TUK-5910,PHY,OPTIONAL,C
MSU-5917,ENG,COMPULSORY,C+
MSU-5917,KIS,ALTERNATIVE,C+
MSU-5917,MATH101,COMPULSORY,C+
MSU-5917,COMP067,ALTERNATIVE,C+
MSU-5917,PHY,OPTIONAL,C
PU-5923,ENG,COMPULSORY,C+
PU-5923,KIS,ALTERNATIVE,C+
PU-5923,MATH101,COMPULSORY,C+
PU-5923,COMP067,ALTERNATIVE,C+
PU-5923,PHY,OPTIONAL,C
TUK-5929,ENG,COMPULSORY,C+
TUK-5929,KIS,ALTERNATIVE,C+
TUK-5929,MATH101,COMPULSORY,C
TUK-5929,GEO,OPTIONAL,C
KU-5936,ENG,COMPULSORY,C+
KU-5936,KIS,ALTERNATIVE,C+
KU-5936,BIO,COMPULSORY,C+
KU-5936,CHE,COMPULSORY,C+
KU-5936,MATH101,ALTERNATIVE,C+
MKU-5942,ENG,COMPULSORY,C+
MKU-5942,KIS,ALTERNATIVE,C+
MKU-5942,MATH101,COMPULSORY,C
MKU-5942,GEO,OPTIONAL,C
UOE-5948,ENG,COMPULSORY,C+
UOE-5948,KIS,ALTERNATIVE,C+
UOE-5948,MATH101,COMPULSORY,C+
UOE-5948,PHY,COMPULSORY,C+
UOE-5948,COMP067,OPTIONAL,C
MU-5955,ENG,COMPULSORY,C+
MU-5955,KIS,ALTERNATIVE,C+
MU-5955,MATH101,COMPULSORY,C+
MU-5955,PHY,COMPULSORY,C+
MU-5955,COMP067,OPTIONAL,C
UON-5962,ENG,COMPULSORY,C+
UON-5962,KIS,ALTERNATIVE,C+
UON-5962,HIS,ALTERNATIVE,C+
UON-5962,GEO,OPTIONAL,C
JKUAT-5968,ENG,COMPULSORY,C+
JKUAT-5968,KIS,ALTERNATIVE,C+
JKUAT-5968,MATH101,COMPULSORY,C
JKUAT-5968,GEO,OPTIONAL,C
MSU-5975,ENG,COMPULSORY,C+
MSU-5975,KIS,ALTERNATIVE,C+
MSU-5975,MATH101,COMPULSORY,C+
MSU-5975,COMP067,ALTERNATIVE,C+
MSU-5975,PHY,OPTIONAL,C
MMU-5989,ENG,COMPULSORY,C+
MMU-5989,KIS,ALTERNATIVE,C+
MMU-5989,MATH101,COMPULSORY,C+
MMU-5989,COMP067,ALTERNATIVE,C+
MMU-5989,PHY,OPTIONAL,C
JKUAT-5995,ENG,COMPULSORY,C+
JKUAT-5995,KIS,ALTERNATIVE,C+
JKUAT-5995,BIO,COMPULSORY,C+
JKUAT-5995,AGR,ALTERNATIVE,C+
JKUAT-5995,CHE,OPTIONAL,C
MSU-6002,ENG,COMPULSORY,C+
MSU-6002,KIS,ALTERNATIVE,C+
MSU-6002,MATH101,COMPULSORY,C+
MSU-6002,COMP067,ALTERNATIVE,C+
MSU-6002,PHY,OPTIONAL,C
KU-6008,ENG,COMPULSORY,C+
KU-6008,KIS,ALTERNATIVE,C+
KU-6008,HIS,ALTERNATIVE,C+
KU-6008,GEO,OPTIONAL,C
MU-6014,ENG,COMPULSORY,C+
MU-6014,KIS,ALTERNATIVE,C+
MU-6014,HIS,ALTERNATIVE,C+
MU-6014,GEO,OPTIONAL,C
MKU-6021,ENG,COMPULSORY,C+
MKU-6021,KIS,ALTERNATIVE,C+
MKU-6021,HIS,ALTERNATIVE,C+
MKU-6021,GEO,OPTIONAL,C
KU-6027,ENG,COMPULSORY,C+
KU-6027,KIS,ALTERNATIVE,C+
KU-6027,BIO,COMPULSORY,C+
KU-6027,AGR,ALTERNATIVE,C+
KU-6027,CHE,OPTIONAL,C
MU-6033,ENG,COMPULSORY,C+
MU-6033,KIS,ALTERNATIVE,C+
MU-6033,BIO,COMPULSORY,C+
MU-6033,AGR,ALTERNATIVE,C+
MU-6033,CHE,OPTIONAL,C
MUST-6039,ENG,COMPULSORY,C+
MUST-6039,KIS,ALTERNATIVE,C+
MUST-6039,BIO,COMPULSORY,C+
MUST-6039,AGR,ALTERNATIVE,C+
MUST-6039,CHE,OPTIONAL,C
TMU-6050,ENG,COMPULSORY,C+
TMU-6050,KIS,ALTERNATIVE,C+
TMU-6050,MATH101,COMPULSORY,C+
TMU-6050,COMP067,ALTERNATIVE,C+
TMU-6050,PHY,OPTIONAL,C
MU-6056,ENG,COMPULSORY,C+
MU-6056,KIS,ALTERNATIVE,C+
MU-6056,MATH101,COMPULSORY,C+
MU-6056,BST,ALTERNATIVE,C+
UOE-6062,ENG,COMPULSORY,C+
UOE-6062,KIS,ALTERNATIVE,C+
UOE-6062,MATH101,COMPULSORY,C
UOE-6062,GEO,OPTIONAL,C
KU-6068,ENG,COMPULSORY,C+
KU-6068,KIS,ALTERNATIVE,C+
KU-6068,MATH101,COMPULSORY,C+
KU-6068,COMP067,ALTERNATIVE,C+
KU-6068,PHY,OPTIONAL,C
TMU-6075,ENG,COMPULSORY,C+
TMU-6075,KIS,ALTERNATIVE,C+
TMU-6075,MATH101,COMPULSORY,C+
TMU-6075,BST,ALTERNATIVE,C+
SEKU-6087,ENG,COMPULSORY,C+
SEKU-6087,KIS,ALTERNATIVE,C+
SEKU-6087,MATH101,COMPULSORY,C+
SEKU-6087,BST,ALTERNATIVE,C+
JKUAT-6092,ENG,COMPULSORY,C+
JKUAT-6092,KIS,ALTERNATIVE,C+
JKUAT-6092,MATH101,COMPULSORY,C+
JKUAT-6092,BST,ALTERNATIVE,C+
ZU-6099,ENG,COMPULSORY,C+
ZU-6099,KIS,ALTERNATIVE,C+
ZU-6099,MATH101,COMPULSORY,C+
ZU-6099,BST,ALTERNATIVE,C+
TUK-6105,ENG,COMPULSORY,C+
TUK-6105,KIS,ALTERNATIVE,C+
TUK-6105,MATH101,COMPULSORY,C
TUK-6105,GEO,OPTIONAL,C
TUK-6111,ENG,COMPULSORY,C+
TUK-6111,KIS,ALTERNATIVE,C+
TUK-6111,HIS,ALTERNATIVE,C+
TUK-6111,GEO,OPTIONAL,C
TUK-6118,ENG,COMPULSORY,C+
TUK-6118,KIS,ALTERNATIVE,C+
TUK-6118,BIO,COMPULSORY,C+
TUK-6118,AGR,ALTERNATIVE,C+
TUK-6118,CHE,OPTIONAL,C
TUK-6125,ENG,COMPULSORY,C+
TUK-6125,KIS,ALTERNATIVE,C+
TUK-6125,MATH101,COMPULSORY,C
TUK-6125,GEO,OPTIONAL,C
UON-6132,ENG,COMPULSORY,C+
UON-6132,KIS,ALTERNATIVE,C+
UON-6132,MATH101,COMPULSORY,C
UON-6132,GEO,OPTIONAL,C
UOE-6138,ENG,COMPULSORY,C+
UOE-6138,KIS,ALTERNATIVE,C+
UOE-6138,MATH101,COMPULSORY,C
UOE-6138,GEO,OPTIONAL,C
ZU-6143,ENG,COMPULSORY,C+
ZU-6143,KIS,ALTERNATIVE,C+
ZU-6143,MATH101,COMPULSORY,C+
ZU-6143,COMP067,ALTERNATIVE,C+
ZU-6143,PHY,OPTIONAL,C
ZU-6146,ENG,COMPULSORY,C+
ZU-6146,KIS,ALTERNATIVE,C+
ZU-6146,MATH101,COMPULSORY,C
ZU-6146,GEO,OPTIONAL,C
MU-6152,ENG,COMPULSORY,C+
MU-6152,KIS,ALTERNATIVE,C+
MU-6152,MATH101,COMPULSORY,C+
MU-6152,COMP067,ALTERNATIVE,C+
MU-6152,PHY,OPTIONAL,C
JKUAT-6158,ENG,COMPULSORY,C+
JKUAT-6158,KIS,ALTERNATIVE,C+
JKUAT-6158,MATH101,COMPULSORY,C
JKUAT-6158,GEO,OPTIONAL,C
JKUAT-6165,ENG,COMPULSORY,C+
JKUAT-6165,KIS,ALTERNATIVE,C+
JKUAT-6165,BIO,COMPULSORY,C+
JKUAT-6165,AGR,ALTERNATIVE,C+
JKUAT-6165,CHE,OPTIONAL,C
JKUAT-6171,ENG,COMPULSORY,C+
JKUAT-6171,KIS,ALTERNATIVE,C+
JKUAT-6171,MATH101,COMPULSORY,C+
JKUAT-6171,PHY,COMPULSORY,C+
JKUAT-6171,COMP067,OPTIONAL,C
KU-6178,ENG,COMPULSORY,C+
KU-6178,KIS,ALTERNATIVE,C+
KU-6178,BIO,COMPULSORY,C+
KU-6178,AGR,ALTERNATIVE,C+
KU-6178,CHE,OPTIONAL,C
KU-6184,ENG,COMPULSORY,C+
KU-6184,KIS,ALTERNATIVE,C+
KU-6184,MATH101,COMPULSORY,C+
KU-6184,PHY,COMPULSORY,C+
KU-6184,COMP067,OPTIONAL,C
TMU-6191,ENG,COMPULSORY,C+
TMU-6191,KIS,ALTERNATIVE,C+
TMU-6191,MATH101,COMPULSORY,C+
TMU-6191,COMP067,ALTERNATIVE,C+
TMU-6191,PHY,OPTIONAL,C
MSU-6197,ENG,COMPULSORY,C+
MSU-6197,KIS,ALTERNATIVE,C+
MSU-6197,MATH101,COMPULSORY,C+
MSU-6197,COMP067,ALTERNATIVE,C+
MSU-6197,PHY,OPTIONAL,C
TMU-6203,ENG,COMPULSORY,C+
TMU-6203,KIS,ALTERNATIVE,C+
TMU-6203,MATH101,COMPULSORY,C+
TMU-6203,COMP067,ALTERNATIVE,C+
TMU-6203,PHY,OPTIONAL,C
MSU-6204,ENG,COMPULSORY,C+
MSU-6204,KIS,ALTERNATIVE,C+
MSU-6204,MATH101,COMPULSORY,C+
MSU-6204,COMP067,ALTERNATIVE,C+
MSU-6204,PHY,OPTIONAL,C
UOE-6209,ENG,COMPULSORY,C+
UOE-6209,KIS,ALTERNATIVE,C+
UOE-6209,HIS,ALTERNATIVE,C+
UOE-6209,GEO,OPTIONAL,C
JKUAT-6216,ENG,COMPULSORY,C+
JKUAT-6216,KIS,ALTERNATIVE,C+
JKUAT-6216,MATH101,COMPULSORY,C
JKUAT-6216,GEO,OPTIONAL,C
KU-6223,ENG,COMPULSORY,C+
KU-6223,KIS,ALTERNATIVE,C+
KU-6223,MATH101,COMPULSORY,C+
KU-6223,BST,ALTERNATIVE,C+
SEKU-6230,ENG,COMPULSORY,C+
SEKU-6230,KIS,ALTERNATIVE,C+
SEKU-6230,MATH101,COMPULSORY,C
SEKU-6230,GEO,OPTIONAL,C
JKUAT-6236,ENG,COMPULSORY,C+
JKUAT-6236,KIS,ALTERNATIVE,C+
JKUAT-6236,MATH101,COMPULSORY,C+
JKUAT-6236,BST,ALTERNATIVE,C+
AU-6243,ENG,COMPULSORY,C+
AU-6243,KIS,ALTERNATIVE,C+
AU-6243,MATH101,COMPULSORY,C
AU-6243,GEO,OPTIONAL,C
TUK-6256,ENG,COMPULSORY,C+
TUK-6256,KIS,ALTERNATIVE,C+
TUK-6256,MATH101,COMPULSORY,C
TUK-6256,GEO,OPTIONAL,C
JKUAT-6262,ENG,COMPULSORY,C+
JKUAT-6262,KIS,ALTERNATIVE,C+
JKUAT-6262,MATH101,COMPULSORY,C
JKUAT-6262,GEO,OPTIONAL,C
UON-6273,ENG,COMPULSORY,C+
UON-6273,KIS,ALTERNATIVE,C+
UON-6273,HIS,ALTERNATIVE,C+
UON-6273,GEO,OPTIONAL,C
DEKUT-6279,ENG,COMPULSORY,C+
DEKUT-6279,KIS,ALTERNATIVE,C+
DEKUT-6279,MATH101,COMPULSORY,C
DEKUT-6279,GEO,OPTIONAL,C
MKU-6285,ENG,COMPULSORY,C+
MKU-6285,KIS,ALTERNATIVE,C+
MKU-6285,HIS,ALTERNATIVE,C+
MKU-6285,GEO,OPTIONAL,C
MKU-6291,ENG,COMPULSORY,C+
MKU-6291,KIS,ALTERNATIVE,C+
MKU-6291,MATH101,COMPULSORY,C
MKU-6291,GEO,OPTIONAL,C
TUK-6297,ENG,COMPULSORY,C+
TUK-6297,KIS,ALTERNATIVE,C+
TUK-6297,MATH101,COMPULSORY,C+
TUK-6297,BST,ALTERNATIVE,C+
TUK-6304,ENG,COMPULSORY,C+
TUK-6304,KIS,ALTERNATIVE,C+
TUK-6304,BIO,COMPULSORY,C+
TUK-6304,AGR,ALTERNATIVE,C+
TUK-6304,CHE,OPTIONAL,C
JKUAT-6317,ENG,COMPULSORY,C+
JKUAT-6317,KIS,ALTERNATIVE,C+
JKUAT-6317,MATH101,COMPULSORY,C
JKUAT-6317,GEO,OPTIONAL,C
LU-6324,ENG,COMPULSORY,C+
LU-6324,KIS,ALTERNATIVE,C+
LU-6324,MATH101,COMPULSORY,C+
LU-6324,COMP067,ALTERNATIVE,C+
LU-6324,PHY,OPTIONAL,C
KU-6328,ENG,COMPULSORY,C+
KU-6328,KIS,ALTERNATIVE,C+
KU-6328,BIO,COMPULSORY,C+
KU-6328,AGR,ALTERNATIVE,C+
KU-6328,CHE,OPTIONAL,C
MUST-6334,ENG,COMPULSORY,C+
MUST-6334,KIS,ALTERNATIVE,C+
MUST-6334,MATH101,COMPULSORY,C
MUST-6334,GEO,OPTIONAL,C
KU-6339,ENG,COMPULSORY,C+
KU-6339,KIS,ALTERNATIVE,C+
KU-6339,HIS,ALTERNATIVE,C+
KU-6339,GEO,OPTIONAL,C
DU-6346,ENG,COMPULSORY,C+
DU-6346,KIS,ALTERNATIVE,C+
DU-6346,BIO,COMPULSORY,C+
DU-6346,CHE,COMPULSORY,C+
DU-6346,MATH101,ALTERNATIVE,C+
TU-6352,ENG,COMPULSORY,C+
TU-6352,KIS,ALTERNATIVE,C+
TU-6352,HIS,ALTERNATIVE,C+
TU-6352,GEO,OPTIONAL,C
TUK-6358,ENG,COMPULSORY,C+
TUK-6358,KIS,ALTERNATIVE,C+
TUK-6358,MATH101,COMPULSORY,C
TUK-6358,GEO,OPTIONAL,C
UOE-6364,ENG,COMPULSORY,C+
UOE-6364,KIS,ALTERNATIVE,C+
UOE-6364,BIO,COMPULSORY,C+
UOE-6364,AGR,ALTERNATIVE,C+
UOE-6364,CHE,OPTIONAL,C
MKU-6369,ENG,COMPULSORY,C+
MKU-6369,KIS,ALTERNATIVE,C+
MKU-6369,HIS,ALTERNATIVE,C+
MKU-6369,GEO,OPTIONAL,C
MU-6375,ENG,COMPULSORY,C+
MU-6375,KIS,ALTERNATIVE,C+
MU-6375,MATH101,COMPULSORY,C+
MU-6375,PHY,COMPULSORY,C+
MU-6375,COMP067,OPTIONAL,C
MKU-6381,ENG,COMPULSORY,C+
MKU-6381,KIS,ALTERNATIVE,C+
MKU-6381,MATH101,COMPULSORY,C
MKU-6381,GEO,OPTIONAL,C
MMU-6394,ENG,COMPULSORY,C+
MMU-6394,KIS,ALTERNATIVE,C+
MMU-6394,HIS,ALTERNATIVE,C+
MMU-6394,GEO,OPTIONAL,C
MMU-6395,ENG,COMPULSORY,C+
MMU-6395,KIS,ALTERNATIVE,C+
MMU-6395,MATH101,COMPULSORY,C+
MMU-6395,COMP067,ALTERNATIVE,C+
MMU-6395,PHY,OPTIONAL,C
TUK-6402,ENG,COMPULSORY,C+
TUK-6402,KIS,ALTERNATIVE,C+
TUK-6402,MATH101,COMPULSORY,C
TUK-6402,GEO,OPTIONAL,C
AIU-6408,ENG,COMPULSORY,C+
AIU-6408,KIS,ALTERNATIVE,C+
AIU-6408,MATH101,COMPULSORY,C+
AIU-6408,COMP067,ALTERNATIVE,C+
AIU-6408,PHY,OPTIONAL,C
MU-6411,ENG,COMPULSORY,C+
MU-6411,KIS,ALTERNATIVE,C+
MU-6411,MATH101,COMPULSORY,C
MU-6411,GEO,OPTIONAL,C
MU-6421,ENG,COMPULSORY,C+
MU-6421,KIS,ALTERNATIVE,C+
MU-6421,HIS,ALTERNATIVE,C+
MU-6421,GEO,OPTIONAL,C
MU-6423,ENG,COMPULSORY,C+
MU-6423,KIS,ALTERNATIVE,C+
MU-6423,MATH101,COMPULSORY,C+
MU-6423,PHY,COMPULSORY,C+
MU-6423,COMP067,OPTIONAL,C
DEKUT-6429,ENG,COMPULSORY,C+
DEKUT-6429,KIS,ALTERNATIVE,C+
DEKUT-6429,MATH101,COMPULSORY,C+
DEKUT-6429,PHY,COMPULSORY,C+
DEKUT-6429,COMP067,OPTIONAL,C
TUK-6435,ENG,COMPULSORY,C+
TUK-6435,KIS,ALTERNATIVE,C+
TUK-6435,MATH101,COMPULSORY,C+
TUK-6435,PHY,COMPULSORY,C+
TUK-6435,COMP067,OPTIONAL,C
KU-6438,ENG,COMPULSORY,C+
KU-6438,KIS,ALTERNATIVE,C+
KU-6438,MATH101,COMPULSORY,C+
KU-6438,COMP067,ALTERNATIVE,C+
KU-6438,PHY,OPTIONAL,C
KU-6442,ENG,COMPULSORY,C+
KU-6442,KIS,ALTERNATIVE,C+
KU-6442,BIO,COMPULSORY,C+
KU-6442,AGR,ALTERNATIVE,C+
KU-6442,CHE,OPTIONAL,C
JKUAT-6448,ENG,COMPULSORY,C+
JKUAT-6448,KIS,ALTERNATIVE,C+
JKUAT-6448,MATH101,COMPULSORY,C
JKUAT-6448,GEO,OPTIONAL,C
JKUAT-6454,ENG,COMPULSORY,C+
JKUAT-6454,KIS,ALTERNATIVE,C+
JKUAT-6454,MATH101,COMPULSORY,C
JKUAT-6454,GEO,OPTIONAL,C
KU-6460,ENG,COMPULSORY,C+
KU-6460,KIS,ALTERNATIVE,C+
KU-6460,HIS,ALTERNATIVE,C+
KU-6460,GEO,OPTIONAL,C
MKU-6467,ENG,COMPULSORY,C+
MKU-6467,KIS,ALTERNATIVE,C+
MKU-6467,BIO,COMPULSORY,C+
MKU-6467,CHE,COMPULSORY,C+
MKU-6467,MATH101,ALTERNATIVE,C+
KU-6485,ENG,COMPULSORY,C+
KU-6485,KIS,ALTERNATIVE,C+
KU-6485,MATH101,COMPULSORY,C
KU-6485,GEO,OPTIONAL,C
TUK-6491,ENG,COMPULSORY,C+
TUK-6491,KIS,ALTERNATIVE,C+
TUK-6491,MATH101,COMPULSORY,C
TUK-6491,GEO,OPTIONAL,C
JKUAT-6502,ENG,COMPULSORY,C+
JKUAT-6502,KIS,ALTERNATIVE,C+
JKUAT-6502,MATH101,COMPULSORY,C+
JKUAT-6502,PHY,COMPULSORY,C+
JKUAT-6502,COMP067,OPTIONAL,C
MUST-6508,ENG,COMPULSORY,C+
MUST-6508,KIS,ALTERNATIVE,C+
MUST-6508,MATH101,COMPULSORY,C
MUST-6508,GEO,OPTIONAL,C
KU-6519,ENG,COMPULSORY,C+
KU-6519,KIS,ALTERNATIVE,C+
KU-6519,MATH101,COMPULSORY,C+
KU-6519,COMP067,ALTERNATIVE,C+
KU-6519,PHY,OPTIONAL,C
MSU-6520,ENG,COMPULSORY,C+
MSU-6520,KIS,ALTERNATIVE,C+
MSU-6520,MATH101,COMPULSORY,C+
MSU-6520,COMP067,ALTERNATIVE,C+
MSU-6520,PHY,OPTIONAL,C
MSU-6525,ENG,COMPULSORY,C+
MSU-6525,KIS,ALTERNATIVE,C+
MSU-6525,MATH101,COMPULSORY,C+
MSU-6525,COMP067,ALTERNATIVE,C+
MSU-6525,PHY,OPTIONAL,C
MUT-6531,ENG,COMPULSORY,C+
MUT-6531,KIS,ALTERNATIVE,C+
MUT-6531,HIS,ALTERNATIVE,C+
MUT-6531,GEO,OPTIONAL,C
MU-6534,ENG,COMPULSORY,C+
MU-6534,KIS,ALTERNATIVE,C+
MU-6534,HIS,ALTERNATIVE,C+
MU-6534,GEO,OPTIONAL,C
SEKU-6538,ENG,COMPULSORY,C+
SEKU-6538,KIS,ALTERNATIVE,C+
SEKU-6538,MATH101,COMPULSORY,C
SEKU-6538,GEO,OPTIONAL,C
JKUAT-6551,ENG,COMPULSORY,C+
JKUAT-6551,KIS,ALTERNATIVE,C+
JKUAT-6551,MATH101,COMPULSORY,C
JKUAT-6551,GEO,OPTIONAL,C
TUC-6557,ENG,COMPULSORY,C+
TUC-6557,KIS,ALTERNATIVE,C+
TUC-6557,MATH101,COMPULSORY,C
TUC-6557,GEO,OPTIONAL,C
SEKU-6563,ENG,COMPULSORY,C+
SEKU-6563,KIS,ALTERNATIVE,C+
SEKU-6563,MATH101,COMPULSORY,C
SEKU-6563,GEO,OPTIONAL,C
UON-6564,ENG,COMPULSORY,C+
