code,title,slug,description,qualification,career,institution,duration_years,career_code
KU-4561,BACHELOR OF SCIENCE (BIOMEDICAL ENGINEERING),bachelor-of-science-biomedical-engineering-ku,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Science (Biomedical Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Biomedical Engineering),KENYATTA UNIVERSITY,5,CAR-196
KU-4568,BACHELOR OF SCIENCE IN TELECOMMUNICATION,bachelor-of-science-in-telecommunication-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Telecommunication, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Telecommunication,KABARAK UNIVERSITY,4,CAR-197
MU-4574,BACHELOR OF SCIENCE IN TELECOMMUNICATION AND INFORMATION TECHNOLOGY,bachelor-of-science-in-telecommunication-and-information-technology-mu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Telecommunication And Information Technology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Telecommunication And Information Technology,MACHAKOS UNIVERSITY,4,CAR-101
KSU-4580,"BACHELOR OF SCIENCE IN MATHEMATICS ( PURE MATHEMATICS, APPLIED MATHEMATICS AND STATISTICS)",bachelor-of-science-in-mathematics-pure-mathematics-applied-mathematics-and-statistics-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Mathematics ( Pure Mathematics, Applied Mathematics And Statistics), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in Mathematics ( Pure Mathematics, Applied Mathematics And Statistics)",KISII UNIVERSITY,4,CAR-106
DEKUT-4586,BACHELOR OF SCIENCE IN MATHEMATICS AND MODELLING PROCESSES,bachelor-of-science-in-mathematics-and-modelling-processes-dekut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Mathematics And Modelling Processes, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Mathematics And Modelling Processes,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,4,CAR-106
MUST-4591,BACHELOR OF SCIENCE IN MATHEMATICS & PHYSICS,bachelor-of-science-in-mathematics-physics-must,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Mathematics & Physics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Mathematics & Physics,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-171
MMUOS-4596,BACHELOR OF SCIENCE (GEOSPATIAL INFORMATION SCIENCE),bachelor-of-science-geospatial-information-science-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Geospatial Information Science), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Geospatial Information Science),MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-198
JKUAT-4601,BACHELOR OF SCIENCE (GEOSPATIAL INFORMATION SCIENCE),bachelor-of-science-geospatial-information-science-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Geospatial Information Science), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Geospatial Information Science),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-198
DEKUT-4603,BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE AND REMOTE SENSING,bachelor-of-science-in-geospatial-information-science-and-remote-sensing-dekut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Geospatial Information Science And Remote Sensing, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Geospatial Information Science And Remote Sensing,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,4,CAR-199
MMU-4609,BACHELOR OF ARTS (GEOGRAPHY),bachelor-of-arts-geography-mmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Geography), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Geography),MAASAI MARA UNIVERSITY,4,CAR-100
JOOUS-4610,BACHELOR OF SCIENCE (PUBLIC HEALTH),bachelor-of-science-public-health-joous,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Public Health), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Public Health),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-146
KSU-4616,BACHELOR OF SCIENCE IN PUBLIC HEALTH,bachelor-of-science-in-public-health-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Public Health, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Public Health,KISII UNIVERSITY,4,CAR-146
CHUKA-4623,BACHELOR OF PUBLIC HEALTH,bachelor-of-public-health-chuka,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Public Health, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Public Health,CHUKA UNIVERSITY,4,CAR-146
MKU-4630,BACHELOR OF PUBLIC HEALTH,bachelor-of-public-health-mku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Public Health, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Public Health,MOUNT KENYA UNIVERSITY,4,CAR-146
MSU-4632,"BACHELOR OF SCIENCE (PUBLIC HEALTH, WITH IT)",bachelor-of-science-public-health-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Public Health, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Public Health, With It)",MASENO UNIVERSITY,4,CAR-101
MUST-4639,BACHELOR OF SCIENCE (PUBLIC HEALTH),bachelor-of-science-public-health-must,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Public Health), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Public Health),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-146
AU-4640,BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,bachelor-of-science-in-environmental-health-au,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Environmental Health, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Environmental Health,ALUPE UNIVERSITY,4,CAR-146
MMUOS-4641,BACHELOR OF SCIENCE (DISASTER MITIGATION AND SUSTAINABLE DEVELOPMENT),bachelor-of-science-disaster-mitigation-and-sustainable-development-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Disaster Mitigation And Sustainable Development), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Disaster Mitigation And Sustainable Development),MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-101
JOOUS-4647,BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),bachelor-of-scienceconstruction-management-joous,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science(Construction Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Construction Management),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-126
KU-4653,BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),bachelor-of-scienceconstruction-management-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science(Construction Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Construction Management),KENYATTA UNIVERSITY,4,CAR-126
RU-4654,BACHELOR OF ARTS (SOCIOLOGY),bachelor-of-arts-sociology-ru,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Sociology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Sociology),RONGO UNIVERSITY,4,CAR-131
CHUKA-4660,BACHELOR OF ARTS IN SOCIOLOGY,bachelor-of-arts-in-sociology-chuka,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Sociology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Sociology,CHUKA UNIVERSITY,4,CAR-131
TUM-4664,BACHELOR OF ARTS IN SOCIOLOGY,bachelor-of-arts-in-sociology-tum,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Sociology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Sociology,TECHNICAL UNIVERSITY OF MOMBASA,4,CAR-131
KSU-4666,BACHELOR OF ARTS (SOCIAL WORK AND SOCIOLOGY),bachelor-of-arts-social-work-and-sociology-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Social Work And Sociology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Social Work And Sociology),KISII UNIVERSITY,4,CAR-131
ZU-4672,BACHELOR OF ARTS IN SOCIOLOGY AND TECHNOLOGY,bachelor-of-arts-in-sociology-and-technology-zu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Sociology And Technology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Sociology And Technology,ZETECH UNIVERSITY,4,CAR-131
KSU-4675,BACHELOR OF SCIENCE (FORENSIC BIOLOGY),bachelor-of-science-forensic-biology-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Forensic Biology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Forensic Biology),KISII UNIVERSITY,4,CAR-107
TUM-4681,BACHELOR OF SCIENCE IN STATISTICS & COMPUTER SCIENCE,bachelor-of-science-in-statistics-computer-science-tum,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Statistics & Computer Science, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Statistics & Computer Science,TECHNICAL UNIVERSITY OF MOMBASA,4,CAR-109
MMUOS-4687,BACHELOR OF SCIENCE (MEDICAL SOCIAL WORK),bachelor-of-science-medical-social-work-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Medical Social Work), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Medical Social Work),MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-131
TUM-4694,BACHELOR OF ARTS IN CONFLICTS AND SECURITY STUDIES,bachelor-of-arts-in-conflicts-and-security-studies-tum,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Conflicts And Security Studies, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Conflicts And Security Studies,TECHNICAL UNIVERSITY OF MOMBASA,4,CAR-101
MKU-4701,BACHELOR OF ARTS IN SECURITY STUDIES AND CRIMINOLOGY,bachelor-of-arts-in-security-studies-and-criminology-mku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Security Studies And Criminology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Security Studies And Criminology,MOUNT KENYA UNIVERSITY,4,CAR-101
TTU-4708,BACHELOR OF SCIENCE IN APPLIED PHYSICS,bachelor-of-science-in-applied-physics-ttu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Applied Physics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Applied Physics,TAITA TAVETA UNIVERSITY,4,CAR-171
KSU-4714,BACHELOR OF ARTS IN PEACE AND CONFLICT STUDIES,bachelor-of-arts-in-peace-and-conflict-studies-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Peace And Conflict Studies, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Peace And Conflict Studies,KISII UNIVERSITY,4,CAR-100
DU-4719,BACHELOR OF ARTS IN PEACE AND CONFLICT TRANSFORMATION,bachelor-of-arts-in-peace-and-conflict-transformation-du,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Peace And Conflict Transformation, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Peace And Conflict Transformation,DAYSTAR UNIVERSITY,4,CAR-100
